userid,score,City,Gender,Age,Objects,Balance,Products,CreditCard,Loyalty,estimated_salary,Churn
15636709,663,Рыбинск,Ж,33,8,122528.18,1,1,0,196260.3,0
15690037,549,Ростов Великий,Ж,45,3,143734.01,2,1,1,96404.38,0
15792994,675,Ярославль,Ж,32,2,155663.31,1,1,0,97658.66,0
15728045,669,Ярославль,Ж,35,7,,1,1,1,49108.23,1
15670941,571,Ростов Великий,Ж,34,1,101736.66,1,0,1,195651.66,0
15776710,500,Рыбинск,М,37,9,125822.21,1,1,0,111698.0,0
15804846,628,Ярославль,М,37,0,,2,1,1,171707.93,0
15749635,559,Ярославль,М,34,4,,2,1,1,66721.98,0
15775396,769,Ярославль,Ж,27,2,,1,1,1,57876.05,0
15698857,733,Ростов Великий,М,31,6,157791.07,2,0,0,177994.81,0
15656956,750,Ярославль,М,22,5,,2,0,1,105125.65,0
15688005,583,Ярославль,Ж,42,4,,2,1,0,17439.66,0
15741246,468,Ростов Великий,М,42,9,181627.14,2,1,0,172668.39,0
15611983,727,Рыбинск,Ж,57,1,109679.72,1,0,1,753.37,0
15608987,618,Ярославль,Ж,37,5,96652.86,1,1,0,98686.4,1
15758870,617,Ярославль,М,40,5,190008.32,2,1,1,107047.92,0
15806361,793,Рыбинск,М,41,9,,2,1,0,152153.74,0
15648701,630,Ярославль,М,43,9,,2,1,1,34338.04,0
15737557,765,Ростов Великий,М,43,4,148962.76,1,0,1,173878.87,1
15644424,546,Ярославль,М,28,8,,1,1,0,159254.29,0
15618317,614,Ростов Великий,Ж,30,3,131344.52,2,1,0,54776.64,0
15713945,593,Ростов Великий,Ж,29,5,101713.84,3,1,0,134594.99,0
15659265,613,Рыбинск,М,34,3,,1,1,1,41724.72,0
15816642,655,Ярославль,М,38,4,,2,0,0,110527.71,0
15765729,700,Ярославль,Ж,27,6,137963.07,1,0,0,8996.79,0
15795199,826,Рыбинск,Ж,29,4,129938.07,1,0,1,190200.53,0
15632490,652,Ростов Великий,М,45,2,151421.44,1,0,1,115333.43,0
15712635,755,Ростов Великий,Ж,45,7,135643.0,1,0,0,143619.52,1
15809623,538,Рыбинск,М,39,2,122773.5,2,1,1,58467.08,0
15810742,729,Ярославль,М,34,3,152303.8,1,1,0,12128.69,0
15784031,615,Ярославль,М,49,3,,2,1,1,49872.33,0
15854063,700,Рыбинск,М,54,1,79415.67,1,0,1,139735.54,0
15732743,434,Ростов Великий,Ж,58,9,125801.03,2,1,0,60891.8,1
15733400,729,Рыбинск,М,37,10,,2,1,0,100862.54,0
15762084,513,Ярославль,М,35,8,,1,1,0,76640.29,1
15824538,755,Ярославль,М,41,6,104817.41,1,1,0,126013.58,1
15795467,615,Ярославль,Ж,30,9,,1,1,0,87347.82,0
15643733,747,Ростов Великий,Ж,32,5,67495.04,2,0,1,77370.37,0
15793512,850,Ярославль,Ж,36,0,164850.54,1,1,1,62722.44,0
15766643,712,Ростов Великий,Ж,49,5,154776.42,2,0,0,196257.68,0
15676155,622,Ростов Великий,Ж,28,1,143124.63,2,1,0,81723.8,0
15745166,548,Ярославль,Ж,35,10,,1,1,1,31299.71,0
15753192,607,Ярославль,Ж,27,2,,2,1,0,63495.86,0
15693087,653,Ярославль,Ж,38,8,102133.38,1,1,1,166520.96,0
15633556,699,Рыбинск,М,26,6,79932.41,1,0,0,150242.44,0
15683190,693,Ростов Великий,М,40,0,120711.73,1,0,0,27345.18,1
15740525,647,Ростов Великий,Ж,43,3,122717.53,2,1,1,87000.39,0
15850918,478,Рыбинск,Ж,36,3,92363.3,2,1,0,44912.7,0
15631406,705,Рыбинск,Ж,40,5,203715.15,1,1,0,179978.68,1
15764028,719,Рыбинск,М,39,5,,2,1,0,145759.7,0
15646953,726,Ярославль,М,34,9,,2,0,0,14121.61,0
15694105,626,Ярославль,М,21,1,,2,1,0,66232.23,0
15825190,552,Ярославль,М,49,4,,1,1,1,190296.76,1
15856768,807,Ростов Великий,Ж,31,1,93460.47,2,0,0,172782.69,0
15613062,621,Ярославль,М,34,6,,2,1,1,99128.13,0
15667164,651,Ростов Великий,Ж,24,7,40224.7,1,1,1,178341.33,0
15798374,673,Ярославль,Ж,43,5,168069.73,1,1,1,146992.24,1
15643728,652,Ярославль,М,36,1,,2,1,1,151314.98,0
15798385,584,Ростов Великий,М,47,7,130538.77,1,1,0,92915.84,0
15837964,756,Ярославль,М,37,3,132623.6,1,1,1,58974.0,0
15631993,670,Ярославль,Ж,35,3,103465.02,2,1,1,174627.06,0
15762038,765,Ярославль,Ж,50,9,126547.8,1,1,1,79579.94,1
15682618,528,Ярославль,М,30,2,128262.72,2,1,0,50771.16,0
15834015,701,Ярославль,М,40,5,169742.64,1,1,1,153537.55,1
15679671,797,Ярославль,Ж,29,1,,2,1,1,132975.39,0
15729645,639,Ростов Великий,М,27,3,150795.81,1,0,1,85208.93,0
15632308,785,Рыбинск,Ж,61,4,129855.72,2,1,0,170214.82,1
15822683,363,Рыбинск,Ж,28,6,146098.43,3,1,0,100615.14,1
15616505,764,Ярославль,Ж,24,7,,2,1,0,186105.99,0
15621602,676,Ярославль,Ж,43,2,,1,1,1,55119.53,0
15781867,718,Ростов Великий,М,28,4,65643.3,1,1,0,28760.99,0
15856180,590,Рыбинск,Ж,34,6,,2,1,0,171021.44,0
15720794,584,Ярославль,М,38,9,104584.16,1,1,0,176678.72,0
15811905,645,Ярославль,М,41,7,,1,0,1,28667.56,0
15847338,772,Ростов Великий,М,30,6,99785.28,2,0,0,197238.03,0
15693788,399,Ростов Великий,М,46,2,127655.22,1,1,0,139994.68,1
15767070,529,Ярославль,М,22,5,,1,1,0,151169.83,0
15612187,463,Ярославль,М,35,2,101257.16,1,1,1,118113.64,0
15692834,630,Ярославль,Ж,40,7,,2,1,1,34453.17,0
15767043,780,Ярославль,М,76,10,121313.88,1,0,1,64872.33,0
15642004,584,Рыбинск,М,32,5,,2,1,0,10956.82,0
15637600,752,Ростов Великий,М,30,4,81523.38,1,1,1,36885.85,0
15659187,697,Ярославль,Ж,47,6,128252.66,1,1,1,168053.4,0
15758403,850,Ярославль,Ж,32,7,,2,0,0,155227.0,0
15701705,711,Ярославль,М,51,7,,3,1,0,38409.79,1
15780910,452,Ярославль,Ж,32,5,,2,0,1,75279.39,0
15856326,610,Рыбинск,М,42,6,,2,1,0,158302.59,1
15666965,694,Ярославль,Ж,22,4,,2,1,1,11525.72,0
15716884,579,Рыбинск,М,33,6,,1,1,0,94993.04,1
15667816,745,Рыбинск,Ж,54,8,,1,1,0,173912.29,1
15725264,572,Ярославль,М,33,5,,1,0,1,41139.05,0
15739636,505,Ростов Великий,М,29,3,145541.56,2,1,1,58019.95,0
15772774,706,Ярославль,Ж,23,5,,1,0,0,164128.41,1
15855008,693,Ростов Великий,М,44,5,124601.58,2,1,1,46998.13,1
15697390,725,Ростов Великий,Ж,33,7,115182.84,2,1,1,177279.41,0
15740361,791,Ярославль,М,37,2,163789.49,2,1,0,75832.53,0
15659016,536,Ярославль,М,46,1,65733.41,1,1,0,61094.53,0
15696965,699,Рыбинск,М,47,1,,2,0,1,30117.44,0
15671034,500,Рыбинск,Ж,47,8,128486.11,1,1,0,179227.12,0
15776123,707,Рыбинск,Ж,53,6,109663.47,1,1,1,52110.45,0
15818308,531,Ростов Великий,Ж,42,6,88324.31,2,1,0,75248.75,0
15656580,557,Ярославль,Ж,28,7,146445.24,2,1,0,184317.74,0
15621251,659,Ярославль,Ж,38,3,,2,1,0,158553.1,0
15650334,575,Рыбинск,Ж,31,6,,2,1,1,95686.42,0
15785216,775,Ростов Великий,М,36,2,109949.05,2,0,1,71682.54,0
15792218,772,Рыбинск,М,30,4,78653.05,1,1,0,1790.48,0
15650273,587,Ростов Великий,М,46,9,107850.82,1,1,0,139431.0,1
15618146,667,Ростов Великий,Ж,39,4,83765.35,2,1,0,118358.54,0
15727601,771,Ярославль,Ж,66,7,143773.07,1,1,1,130827.88,0
15643436,523,Ростов Великий,М,63,6,116227.27,1,1,1,119404.63,0
15816891,662,Ростов Великий,М,33,0,103471.52,1,1,1,162703.0,0
15677003,717,Ярославль,М,42,5,,2,1,0,172665.21,0
15662362,746,Ярославль,М,24,3,137492.35,2,0,1,170142.09,0
15703158,569,Ярославль,М,28,7,,2,1,0,73977.23,0
15660670,579,Ярославль,М,36,9,129829.59,1,1,1,60906.12,0
15803510,519,Ярославль,Ж,21,1,146329.57,2,1,1,194867.27,0
15855868,696,Ростов Великий,М,30,4,114027.7,1,1,1,193716.56,0
15636067,693,Ростов Великий,М,25,6,146580.69,1,0,1,14633.35,0
15659445,587,Ростов Великий,Ж,38,0,132122.42,2,0,0,31730.32,0
15700788,626,Ярославль,Ж,44,10,81553.93,1,1,0,20063.63,1
15763925,666,Ярославль,Ж,66,7,,2,1,1,99792.82,0
15754024,512,Ярославль,М,24,6,,2,1,0,37654.31,0
15812766,689,Рыбинск,Ж,28,3,,2,1,1,192449.02,0
15846417,803,Ярославль,Ж,26,4,,2,1,1,181208.47,0
15745525,548,Ростов Великий,М,32,5,175214.71,1,1,1,155165.61,0
15857666,588,Ростов Великий,Ж,40,10,125534.51,1,1,0,121504.18,1
15701042,693,Ярославль,М,68,4,97705.99,1,1,1,61569.07,0
15742259,499,Ростов Великий,Ж,55,4,126817.65,2,1,0,123269.71,0
15653119,628,Ярославль,Ж,46,1,46870.43,4,1,0,31272.14,1
15657768,624,Рыбинск,М,46,3,,2,1,1,62825.03,0
15824725,733,Ярославль,М,42,9,120094.93,1,1,0,184056.45,0
15690138,628,Ярославль,Ж,38,3,,2,1,1,48924.73,0
15783230,633,Ярославль,Ж,33,3,,2,1,0,191111.02,0
15744001,559,Ростов Великий,Ж,36,1,104356.94,2,0,1,54184.06,0
15786268,704,Ростов Великий,М,27,5,147004.34,1,1,0,64381.33,1
15837606,744,Ростов Великий,М,38,6,73023.17,2,1,0,78770.86,0
15790327,665,Рыбинск,Ж,40,1,173432.55,1,0,1,116766.79,0
15769293,638,Ярославль,Ж,42,7,165679.92,1,0,0,32916.29,0
15774935,837,Рыбинск,М,31,9,104678.62,1,0,1,50972.6,0
15705027,534,Ярославль,Ж,55,8,116973.26,3,1,0,122066.5,1
15791786,548,Ярославль,Ж,36,3,,1,1,0,65996.9,0
15824322,837,Ростов Великий,М,38,2,126732.85,1,1,1,79577.38,0
15659814,658,Ярославль,Ж,44,6,148481.09,1,1,0,130529.13,0
15766075,554,Ярославль,Ж,38,4,137654.05,2,1,1,172629.67,0
15714058,724,Ростов Великий,М,30,7,115315.04,1,1,0,15216.53,0
15836590,723,Ярославль,М,42,2,99095.73,1,1,1,17512.53,0
15799275,585,Ростов Великий,Ж,39,7,165610.41,2,0,0,131852.01,0
15654800,474,Ярославль,М,33,5,,2,1,0,181945.52,1
15668652,562,Рыбинск,М,32,6,161628.66,1,1,0,91482.5,0
15725931,719,Ярославль,М,32,9,146605.27,1,1,1,77119.45,0
15732918,635,Ростов Великий,М,37,5,113488.68,1,1,0,95611.74,1
15764455,743,Ярославль,М,42,7,77002.2,2,1,1,80428.42,0
15684426,681,Рыбинск,М,67,7,,2,0,1,163714.92,0
15677632,521,Ярославль,Ж,39,6,,2,0,1,27375.15,0
15714326,741,Рыбинск,М,25,4,,2,1,1,73873.65,0
15821918,790,Рыбинск,М,46,8,182364.53,1,0,0,139266.48,1
15821023,622,Ярославль,М,35,8,,2,1,1,131772.51,0
15652246,669,Ярославль,М,45,7,149364.58,1,0,1,173454.07,0
15784965,583,Ярославль,М,59,7,127450.14,1,0,1,67552.71,0
15701268,520,Рыбинск,Ж,63,5,162278.32,1,1,1,34765.33,0
15633729,579,Рыбинск,М,37,5,152212.88,2,0,0,120219.14,0
15608437,698,Рыбинск,Ж,39,9,161993.89,1,0,0,90212.38,0
15639975,548,Рыбинск,М,39,7,131468.44,1,1,0,164975.82,0
15731616,672,Ростов Великий,М,40,10,102980.44,1,1,0,1285.81,1
15856653,653,Ростов Великий,М,31,9,143321.97,1,1,0,83679.46,0
15722347,734,Рыбинск,Ж,37,2,130404.92,1,0,0,34548.74,0
15679325,794,Ярославль,Ж,41,7,,2,1,1,74275.08,0
15730488,641,Ярославль,М,30,2,87505.47,2,0,1,7278.57,0
15627099,824,Ярославль,М,30,0,133634.02,1,1,1,162053.92,0
15780484,534,Рыбинск,Ж,33,3,151233.62,1,0,0,199336.63,0
15846101,653,Рыбинск,М,55,2,70263.83,1,0,1,62347.71,0
15835983,498,Ярославль,М,34,5,,2,1,1,91711.66,0
15615096,683,Ярославль,М,30,10,57657.49,1,0,0,79240.9,0
15837902,618,Ростов Великий,М,42,8,153572.31,2,1,1,76679.6,0
15767356,538,Ярославль,М,37,1,134752.08,1,1,0,162511.55,0
15843592,643,Рыбинск,М,34,3,83132.09,1,1,1,21360.88,0
15713833,428,Ярославль,Ж,31,2,,2,1,0,54487.43,0
15726666,593,Ростов Великий,Ж,32,9,134096.53,2,1,0,53931.05,1
15791740,718,Ярославль,Ж,31,0,118100.59,2,1,0,103165.15,0
15843170,811,Ростов Великий,М,52,10,76915.4,1,0,0,146359.81,1
15751853,823,Рыбинск,Ж,46,3,81576.75,1,1,1,28370.95,1
15681542,645,Рыбинск,М,49,2,,2,0,0,10023.15,0
15705030,710,Ярославль,М,33,10,118327.17,2,1,1,192928.82,0
15732815,591,Рыбинск,М,30,8,124857.69,2,0,0,50485.7,0
15802053,748,Ростов Великий,Ж,27,2,90971.85,1,1,1,131662.47,0
15793233,850,Ярославль,Ж,37,7,153147.75,1,1,1,152235.3,0
15638917,542,Ярославль,М,38,8,65942.26,1,1,1,68093.23,1
15619338,809,Ярославль,М,38,3,,2,1,1,80061.31,0
15687569,675,Ярославль,М,54,2,,1,1,0,149583.67,1
15777370,607,Рыбинск,Ж,27,5,100912.19,1,0,0,7631.27,0
15851425,850,Ярославль,Ж,31,4,,2,1,1,33082.81,0
15763438,789,Ярославль,М,37,3,,1,1,0,121883.87,1
15707813,598,Ярославль,Ж,43,5,,3,1,1,100722.72,1
15806348,756,Ростов Великий,М,41,2,124439.49,2,0,1,47093.11,0
15639229,687,Ярославль,Ж,47,7,,2,1,1,177624.01,0
15747219,724,Ярославль,М,40,6,,2,0,0,106149.48,0
15641582,700,Ярославль,Ж,44,2,58781.76,1,1,0,16874.92,0
15671980,635,Рыбинск,М,50,7,159453.64,2,0,0,54560.79,1
15808273,687,Ростов Великий,М,26,2,142721.52,1,1,1,153605.75,0
15772711,613,Ярославль,Ж,46,8,167795.6,1,0,1,44390.38,0
15725509,781,Ярославль,Ж,38,3,128345.69,2,1,0,63218.85,0
15730743,703,Рыбинск,М,20,3,165260.98,1,1,1,41626.78,0
15617067,593,Ростов Великий,Ж,62,3,118233.81,1,0,1,24765.53,1
15688308,743,Ярославль,Ж,40,6,,1,1,0,28280.8,1
15785590,640,Рыбинск,Ж,46,8,,2,1,0,89043.19,0
15618153,849,Ростов Великий,М,37,7,143452.74,2,1,1,17294.12,0
15839457,778,Ярославль,М,38,3,145018.49,2,1,1,126702.41,0
15777678,539,Ростов Великий,Ж,38,8,82407.51,1,1,0,13123.41,0
15707508,489,Ростов Великий,М,28,1,79460.98,2,1,1,167973.63,0
15619419,568,Рыбинск,Ж,43,9,,1,1,0,125870.79,1
15725299,618,Рыбинск,М,38,5,126473.99,1,1,0,91972.49,0
15693625,710,Ростов Великий,Ж,30,10,133537.1,2,1,0,155593.74,0
15654844,625,Ярославль,М,52,5,164978.01,1,1,1,67788.49,0
15803868,682,Рыбинск,М,46,7,128029.72,1,1,1,62615.35,0
15688247,727,Рыбинск,М,43,2,97403.18,1,1,1,107415.02,1
15652560,794,Ярославль,Ж,41,7,176845.41,3,1,0,166526.26,1
15683004,652,Рыбинск,М,71,4,,1,1,1,120107.1,0
15688514,670,Рыбинск,М,42,3,81589.04,1,1,0,188227.8,0
15733840,460,Ростов Великий,Ж,40,6,119507.58,2,1,0,91560.63,1
15757303,568,Рыбинск,Ж,26,6,,2,0,0,166495.2,0
15820562,643,Ярославль,М,30,5,94443.77,1,1,1,165614.4,0
15711181,521,Ярославль,М,37,2,,2,1,1,86372.24,0
15618898,615,Ярославль,М,32,7,92199.84,1,1,1,2755.53,0
15820871,575,Рыбинск,М,43,3,,1,1,0,83594.51,0
15655877,717,Ярославль,Ж,41,3,135756.96,1,1,1,103706.41,0
15678171,648,Ярославль,Ж,54,9,120633.42,1,0,0,5924.38,1
15639288,535,Ростов Великий,М,48,5,134542.73,1,1,1,58203.67,1
15666380,626,Рыбинск,М,29,7,,2,1,0,49361.84,0
15726139,611,Рыбинск,М,52,7,,1,0,1,73585.18,1
15657765,734,Рыбинск,М,39,6,,1,1,1,95135.27,0
15811741,709,Ярославль,М,49,4,154344.49,2,1,1,38794.57,0
15789062,591,Ярославль,М,43,3,,2,0,1,198926.36,0
15765100,664,Ярославль,М,43,9,189026.53,2,1,1,56099.86,0
15747690,431,Ярославль,М,37,0,120764.08,1,1,1,117023.08,0
15737145,647,Ростов Великий,Ж,22,3,97975.82,2,0,1,62083.0,0
15796804,578,Ярославль,М,32,4,,2,1,1,141822.8,0
15726577,555,Ростов Великий,М,41,10,113270.2,2,1,1,185387.14,0
15831831,775,Рыбинск,М,30,4,,2,0,1,57461.13,0
15762694,850,Ростов Великий,М,39,3,124548.99,2,1,1,120380.12,0
15732250,625,Ярославль,М,43,8,201696.07,1,1,0,133020.9,1
15664089,645,Рыбинск,Ж,37,7,,2,1,0,13589.93,0
15669968,608,Ростов Великий,М,44,7,114203.47,1,1,1,77830.36,1
15788579,689,Рыбинск,Ж,31,4,,2,1,1,136610.02,0
15765638,652,Ростов Великий,М,50,8,125437.64,1,1,1,17160.94,1
15834503,769,Ярославль,Ж,26,7,,2,1,0,176843.53,0
15835458,611,Ярославль,Ж,43,8,64897.75,1,1,0,114996.33,0
15765742,489,Ярославль,М,38,8,,2,0,1,196990.79,0
15814678,528,Ростов Великий,Ж,46,9,135555.66,1,1,0,133146.03,1
15817474,632,Ярославль,М,44,3,107764.75,1,1,0,185667.72,0
15616740,429,Ярославль,Ж,27,6,117307.44,2,1,1,24020.49,0
15629969,457,Ярославль,М,41,8,73700.12,3,1,1,185750.02,1
15850964,768,Рыбинск,Ж,44,6,60603.4,1,1,1,178045.97,0
15725570,715,Рыбинск,Ж,35,4,40169.88,2,1,1,199857.47,0
15614488,668,Ростов Великий,Ж,32,10,92041.87,1,1,1,43595.9,0
15785803,625,Ростов Великий,М,26,3,130483.95,1,1,0,122810.53,0
15757202,846,Ярославль,Ж,41,5,,3,1,0,3440.47,1
15660718,661,Рыбинск,Ж,42,3,,2,1,0,35989.41,0
15739373,571,Ярославль,Ж,23,10,151097.28,1,0,1,17163.75,0
15733383,582,Рыбинск,Ж,46,8,67563.31,1,1,0,44506.09,1
15715492,716,Ярославль,Ж,35,8,112808.18,1,0,1,17848.3,0
15747322,758,Ярославль,Ж,42,7,,2,0,1,76209.56,0
15717262,725,Ярославль,М,66,4,86459.8,1,1,1,141476.56,0
15818031,630,Ярославль,Ж,40,0,118633.08,1,0,1,60032.46,1
15726932,627,Ярославль,Ж,55,2,159441.27,1,1,0,100686.11,1
15770017,653,Ярославль,Ж,27,9,,2,1,0,96429.29,0
15830571,775,Ростов Великий,Ж,38,4,125212.65,2,1,1,15795.88,1
15773276,794,Рыбинск,М,45,8,88656.37,2,1,0,116547.31,0
15689012,831,Ярославль,Ж,32,2,146033.62,1,1,0,191260.74,0
15624916,561,Ярославль,М,29,9,120268.13,1,1,1,173870.39,0
15739831,705,Рыбинск,М,46,7,,2,1,0,117273.35,0
15791533,636,Рыбинск,Ж,33,0,,1,1,0,92277.47,1
15797532,487,Ростов Великий,Ж,46,4,135070.58,2,1,1,44244.49,1
15671683,693,Ярославль,Ж,38,3,,2,0,0,78133.48,1
15818282,517,Рыбинск,Ж,29,5,,2,1,0,103402.88,0
15713217,684,Ярославль,Ж,27,9,122550.05,2,0,1,137835.82,0
15661765,620,Рыбинск,Ж,43,2,,2,1,0,20670.1,0
15656018,757,Ярославль,М,29,8,130306.49,1,1,0,77469.38,0
15764223,739,Ярославль,Ж,27,6,,1,1,1,57572.38,0
15840012,662,Рыбинск,Ж,41,4,90350.77,1,1,0,75884.65,1
15655230,359,Ярославль,Ж,44,6,128747.69,1,1,0,146955.71,1
15672353,572,Рыбинск,М,23,2,126873.52,1,0,1,67040.12,0
15643557,721,Ярославль,М,69,2,108424.19,1,1,1,178418.35,0
15621798,707,Ярославль,М,32,9,,2,0,0,30807.02,0
15857004,444,Ярославль,Ж,40,5,84350.07,1,1,0,143835.76,0
15752900,523,Ярославль,Ж,73,7,,2,0,0,130883.9,1
15736640,685,Ростов Великий,Ж,30,4,84958.6,2,0,1,194343.72,0
15631722,673,Ростов Великий,Ж,29,4,99097.36,1,1,1,9796.69,0
15840469,503,Ростов Великий,М,30,10,136622.55,2,0,0,47310.24,0
15663243,485,Ростов Великий,Ж,30,5,156771.68,1,1,1,141148.21,0
15727886,799,Ростов Великий,М,28,7,167658.33,2,1,1,111138.25,0
15710387,585,Рыбинск,Ж,33,8,,2,1,0,114182.07,0
15816902,607,Ростов Великий,Ж,24,2,109483.54,2,0,1,127560.77,0
15692016,521,Ростов Великий,Ж,40,9,134504.78,1,1,0,18082.06,0
15748393,535,Ярославль,Ж,44,2,114427.86,1,1,1,136330.26,0
15796705,724,Рыбинск,М,45,5,83888.54,1,0,1,34121.81,0
15785114,520,Ростов Великий,М,32,5,110029.77,1,1,0,56246.69,0
15837610,696,Рыбинск,М,41,9,127523.75,1,0,1,191417.42,0
15631957,657,Ростов Великий,М,30,1,139762.13,2,1,1,23317.88,0
15639407,603,Рыбинск,Ж,42,8,91611.12,1,0,0,144675.3,1
15626404,726,Ярославль,Ж,42,2,109471.79,1,0,1,175161.05,0
15752942,591,Ярославль,Ж,39,4,150500.64,1,1,0,14928.8,0
15842702,792,Ростов Великий,Ж,59,9,101609.77,1,0,0,161479.19,1
15837296,550,Ярославль,М,57,5,,1,1,1,133501.94,0
15669221,601,Ярославль,Ж,26,8,78892.23,1,1,1,23703.52,0
15745879,820,Ярославль,Ж,29,3,82344.84,1,0,1,115985.38,0
15852508,667,Ярославль,М,48,2,,1,1,0,43229.2,0
15730695,573,Рыбинск,Ж,44,4,,1,1,1,94862.93,0
15628018,755,Ярославль,М,62,1,127706.33,2,0,1,142377.69,0
15757729,552,Ярославль,Ж,41,9,124349.34,1,1,0,135635.25,0
15638757,598,Рыбинск,М,44,8,,2,1,0,148487.9,0
15689351,576,Ростов Великий,М,28,1,119336.29,2,0,1,58976.85,0
15785368,670,Ярославль,Ж,31,9,,1,0,1,76254.83,0
15616804,504,Ростов Великий,М,56,9,104217.3,1,0,0,55857.48,1
15849703,778,Ярославль,Ж,65,7,,1,1,1,77867.23,0
15839070,558,Ростов Великий,М,39,10,144757.02,1,1,0,22878.16,1
15731449,627,Рыбинск,М,44,6,,1,1,1,114469.55,0
15838915,683,Ярославль,М,43,8,,1,1,0,96754.8,0
15641487,556,Ярославль,Ж,43,6,,3,0,0,125154.57,1
15745755,583,Ярославль,Ж,38,10,,2,0,1,113597.64,0
15689038,705,Ярославль,Ж,24,7,100169.51,1,1,0,121408.55,0
15723591,637,Ярославль,М,33,2,145731.83,1,0,1,109219.43,0
15740047,697,Рыбинск,М,56,5,110802.03,1,1,1,50230.31,1
15628103,555,Ростов Великий,Ж,46,4,120392.99,1,1,0,177719.88,1
15769292,594,Ростов Великий,Ж,26,6,135067.52,2,0,0,131211.86,0
15718978,632,Рыбинск,М,31,3,136556.44,1,1,0,82152.83,1
15726934,551,Ярославль,Ж,38,10,,2,1,1,216.27,0
15817618,687,Ярославль,Ж,35,3,99587.43,1,1,1,1713.1,1
15756963,672,Ярославль,Ж,53,7,,1,1,1,136910.18,0
15651389,521,Рыбинск,Ж,34,7,70731.07,1,1,1,20243.97,1
15827016,686,Ростов Великий,М,35,2,109342.82,2,0,1,86043.27,0
15832282,639,Рыбинск,М,28,8,,2,1,0,126561.07,0
15633056,850,Ярославль,М,66,4,,2,0,1,64350.8,0
15721121,465,Ярославль,М,25,2,78247.31,2,1,1,10472.31,0
15614514,817,Ярославль,Ж,55,10,117561.49,1,1,0,95941.55,1
15699821,578,Ярославль,М,23,10,88980.32,1,1,1,125222.36,0
15683363,611,Рыбинск,М,34,4,,2,1,0,170950.58,0
15608947,616,Ростов Великий,Ж,41,1,103560.57,1,1,0,236.45,1
15712029,517,Ярославль,М,37,5,113308.84,1,0,1,31517.16,0
15637803,637,Рыбинск,Ж,40,6,,2,1,1,181610.6,0
15796302,806,Ярославль,Ж,32,3,63763.49,1,1,0,156593.09,0
15693127,633,Ярославль,Ж,29,7,169988.35,1,1,0,4272.0,0
15724579,624,Ростов Великий,Ж,35,0,180303.24,2,1,0,163587.9,0
15857582,691,Ярославль,М,52,3,,1,1,0,175843.68,1
15713110,819,Ростов Великий,Ж,49,1,120656.86,4,0,0,166164.3,1
15805068,568,Ростов Великий,Ж,31,1,61592.14,2,1,1,61796.64,0
15742959,806,Ярославль,М,48,4,164701.68,1,1,1,21439.49,0
15772692,726,Рыбинск,Ж,26,1,80780.16,1,1,1,19225.85,0
15637598,552,Ярославль,М,36,8,,2,0,0,132547.02,0
15641518,755,Ростов Великий,Ж,30,6,154221.37,2,0,1,62688.55,0
15787816,634,Ярославль,М,26,8,,1,1,0,21760.96,0
15746135,756,Ярославль,Ж,26,5,101641.14,2,0,1,154460.68,0
15774911,776,Ярославль,М,37,2,,1,0,1,8065.0,0
15673461,649,Ярославль,Ж,45,5,92786.66,1,1,0,173365.9,1
15682996,595,Ростов Великий,М,32,8,131081.66,2,1,1,69428.79,0
15759558,646,Ярославль,М,30,5,98014.74,1,1,1,12757.14,0
15626484,592,Рыбинск,М,38,8,,2,1,0,180426.2,0
15648704,574,Ярославль,М,26,8,97460.1,1,1,1,43093.67,0
15833419,850,Ярославль,М,36,1,104077.19,2,0,1,68594.0,0
15650449,850,Рыбинск,Ж,29,1,,2,1,1,197996.65,0
15742948,475,Ярославль,Ж,46,10,,2,0,0,122953.0,1
15669446,642,Ярославль,Ж,39,4,,1,1,1,76821.24,0
15759227,710,Рыбинск,Ж,51,4,93656.95,1,0,1,141400.51,1
15668560,596,Рыбинск,М,30,6,121345.88,4,1,0,41921.75,1
15660441,609,Ярославль,Ж,39,8,141675.23,1,0,1,175664.25,0
15804712,797,Рыбинск,Ж,31,8,,2,1,0,117916.63,0
15677627,504,Ростов Великий,Ж,43,7,102365.49,1,1,0,194690.77,1
15787253,735,Рыбинск,М,50,9,,1,0,0,166677.35,1
15729699,680,Рыбинск,Ж,30,3,,1,1,0,160131.58,0
15850925,449,Ярославль,М,52,6,,2,0,1,123622.0,0
15623581,685,Ростов Великий,М,57,7,101868.51,1,0,1,113483.96,0
15841892,569,Рыбинск,М,38,8,,2,0,0,79618.79,0
15737032,631,Ярославль,М,35,9,112392.45,2,1,0,24472.23,0
15719785,595,Ростов Великий,Ж,25,7,106570.34,2,0,1,177025.79,0
15626331,461,Ярославль,Ж,28,8,,1,1,1,103349.74,0
15632882,630,Ярославль,М,50,1,81947.76,1,0,1,63606.22,1
15844284,661,Ярославль,Ж,31,7,144162.3,2,1,1,14490.79,0
15703569,796,Ростов Великий,М,39,5,86350.87,2,0,0,105080.53,0
15805013,710,Ярославль,М,47,5,158623.14,1,0,0,83499.89,1
15834038,741,Ярославль,М,32,8,,2,1,0,143598.7,0
15841711,606,Ростов Великий,М,48,4,132403.56,1,0,0,36091.91,1
15642692,747,Ярославль,М,27,10,,2,0,0,13007.89,0
15620010,549,Ростов Великий,Ж,43,3,134985.66,1,1,0,6101.41,0
15743936,576,Ярославль,М,36,6,,2,1,1,48314.0,0
15680885,528,Ярославль,М,37,6,103772.45,1,1,0,197111.99,0
